customer_id,customer_name,segment,country,created_at
C00475,Dean-Long,SMB,FR,2024-08-02
C00476,Garner and Sons,SMB,UK,2022-09-03
C00477,Evans-Wyatt,SMB,UK,2022-03-18
C00478,"Patel, Peacock and Nolan",SMB,UK,2025-08-08
C00479,Mills LLC,SMB,UK,2023-11-26
C00480,White Inc,SMB,UK,2025-11-03
C00481,Brown LLC,SMB,UK,2024-11-25
C00482,Ali-Brooks,SMB,FR,2023-01-12
C00483,Fitzgerald-Thomas,SMB,FR,2022-05-02
C00484,Harper LLC,SMB,DE,2021-04-19
C00485,Williams-Lloyd,SMB,NL,2024-02-23
C00486,"Martin, Smith and Nicholls",SMB,IE,2023-03-14
C00487,Lawson-Herbert,SMB,DE,2021-04-19
C00488,Begum Inc,SMB,DE,2025-07-08
C00489,Daniels PLC,SMB,UK,2022-08-24
C00490,Butler and Sons,SMB,UK,2023-12-15
C00491,Francis LLC,Mid-Market,UK,2024-10-21
C00492,"Ball, Sutton and Lynch",SMB,UK,2025-03-17
C00493,"Allen, Khan and Hancock",Mid-Market,UK,2023-04-15
C00494,Robinson-Jones,SMB,UK,2021-07-29
C00495,"Roberts, Davis and Talbot",Mid-Market,UK,2022-12-09
C00496,Collins-Jones,SMB,UK,2023-10-07
C00497,Adams-Ali,SMB,UK,2024-03-30
C00498,Ali Group,SMB,DE,2023-12-08
C00499,Holloway Group,SMB,FR,2022-08-04
C00500,Morris Inc,SMB,UK,2023-03-09
C00501,Russell Inc,Mid-Market,UK,2022-04-11
C00502,"Sutton, Smith and Newman",Mid-Market,UK,2024-06-21
C00503,Williams-Hughes,Enterprise,DE,2021-06-30
C00504,"Clarke, Dean and Jones",SMB,DE,2025-03-15
C00505,Skinner PLC,SMB,UK,2023-05-09
C00506,Horton Ltd,Mid-Market,DE,2024-11-06
C00507,Price-Reid,SMB,UK,2023-07-22
C00508,"Goodwin, Hooper and Curtis",Mid-Market,UK,2023-12-01
C00509,Martin-Jones,SMB,NL,2025-12-24
C00510,Simpson-Shah,SMB,UK,2024-01-05
C00511,Harding-Richards,SMB,UK,2023-06-28
C00512,"Jones, Mason and Mitchell",Mid-Market,UK,2021-08-17
C00513,Richardson Group,SMB,UK,2021-05-25
C00514,"Goddard, Barker and Craig",SMB,NL,2022-11-17
C00515,Dobson Inc,SMB,NL,2022-01-26
C00516,"Jackson, Parkin and Hudson",SMB,UK,2024-12-12
C00517,Hayes-Jones,SMB,UK,2023-08-28
C00518,Goddard-Morley,Mid-Market,DE,2024-11-26
C00519,Stone-Wilson,SMB,UK,2025-04-10
C00520,"Chandler, Fletcher and Collins",Mid-Market,FR,2022-09-16
C00521,Murray Ltd,Mid-Market,IE,2023-04-25
C00522,"Graham, Wilson and Clarke",SMB,UK,2021-12-20
C00523,"Cox, Mitchell and Patel",SMB,DE,2021-07-26
C00524,"Hewitt, Ward and Bibi",SMB,UK,2024-09-07
C00525,"Allen, Blake and Williams",SMB,UK,2025-06-06
C00526,Walker-Begum,SMB,UK,2021-06-28
C00527,Finch-Young,Enterprise,UK,2023-06-16
C00528,Marshall Ltd,Enterprise,IE,2022-03-24
C00529,"Sharp, Long and Robertson",Mid-Market,IE,2024-06-20
C00530,"Jones, Atkins and Atkinson",SMB,NL,2026-01-01
C00531,"Davis, Johnson and Baldwin",Mid-Market,NL,2025-02-05
C00532,O'Connor Inc,Mid-Market,UK,2025-10-29
C00533,Connor-Cartwright,SMB,UK,2023-10-26
C00534,Wong-Richardson,SMB,IE,2023-07-18
C00535,Richards and Sons,SMB,NL,2025-03-04
C00536,Bruce PLC,SMB,UK,2023-06-13
C00537,O'Brien-Stewart,SMB,UK,2026-01-15
C00538,"Davies, Jones and Page",SMB,UK,2022-03-02
C00539,Young Ltd,SMB,UK,2025-12-06
C00540,Simmons-Willis,Mid-Market,IE,2023-06-28
C00541,Houghton-Ahmed,Enterprise,UK,2025-08-19
C00542,Scott LLC,SMB,DE,2025-01-19
C00543,Murray-Cook,Mid-Market,DE,2022-11-23
C00544,Alexander-Daly,Enterprise,DE,2022-11-26
C00545,"Bentley, Palmer and Reynolds",SMB,UK,2024-10-30
C00546,Williams-Richardson,SMB,UK,2022-09-21
C00547,Cameron-Williams,SMB,IE,2024-11-26
C00548,Vincent-Walters,SMB,DE,2021-04-24
C00549,Morgan Group,Mid-Market,UK,2025-08-08
C00550,Ryan-Mason,SMB,FR,2024-01-29
C00551,"Bradley, Gregory and Franklin",SMB,UK,2022-02-22
C00552,Powell Ltd,SMB,FR,2023-08-20
C00553,Knight PLC,SMB,UK,2022-08-22
C00554,"Wall, Field and White",Enterprise,UK,2024-12-29
C00555,"Baxter, Taylor and Wright",SMB,UK,2022-06-06
C00556,Thomas Group,SMB,UK,2021-05-22
C00557,Hughes-Lloyd,SMB,UK,2022-11-11
C00558,Anderson and Sons,SMB,UK,2023-01-02
C00559,Forster LLC,SMB,UK,2022-02-03
C00560,Jordan-Kerr,SMB,DE,2024-11-27
C00561,Bailey PLC,SMB,UK,2022-10-31
C00562,Poole-Stokes,SMB,IE,2024-11-16
C00563,Riley-Carter,Mid-Market,DE,2025-05-20
C00564,Rees-Lewis,SMB,UK,2023-11-13
C00565,Reynolds Group,SMB,UK,2021-12-10
C00566,"Gibson, Cooper and Tucker",Mid-Market,FR,2021-04-27
C00567,"Watkins, McCarthy and Miller",Mid-Market,DE,2023-08-26
C00568,Mason-Wong,SMB,UK,2024-02-29
C00569,"Knight, Hayes and Ward",SMB,DE,2021-07-23
C00570,Wilkins Group,SMB,UK,2025-01-23
C00571,Clarke Ltd,SMB,UK,2021-06-12
C00572,Burton-Clark,Mid-Market,IE,2023-08-28
C00573,Edwards Inc,SMB,UK,2023-04-08
C00574,"Clark, Brown and Hartley",Mid-Market,DE,2025-02-28
C00575,"Storey, Bates and Smith",Mid-Market,UK,2025-12-31
C00576,Young Ltd,SMB,DE,2024-10-14
C00577,Field-Carter,Enterprise,UK,2022-09-26
C00578,"Harrison, Thomas and Ward",SMB,UK,2025-04-01
C00579,"Dennis, Stewart and Henderson",Mid-Market,UK,2024-03-09
C00580,Oliver-Walker,SMB,UK,2022-11-03
C00581,Hill Inc,SMB,DE,2024-02-25
C00582,Wyatt-Ali,SMB,UK,2023-02-22
C00583,"Parkinson, Jones and Jones",SMB,UK,2023-06-24
C00584,"Lee, Lees and Wong",SMB,UK,2025-09-03
C00585,"French, Hurst and Lee",Enterprise,UK,2025-05-30
C00586,"Kirby, Arnold and Gallagher",SMB,DE,2023-10-23
C00587,Morton-Connor,SMB,UK,2021-09-07
C00588,Ingram-Thomas,SMB,NL,2021-09-02
C00589,Hardy-Newton,SMB,UK,2024-05-12
C00590,Hall LLC,SMB,IE,2026-03-18
C00591,Tucker and Sons,Enterprise,UK,2022-08-22
C00592,"Riley, Webb and Elliott",SMB,UK,2023-12-28
C00593,O'Connor-Elliott,SMB,FR,2023-05-17
C00594,"Long, Jones and Jones",SMB,NL,2024-01-13
C00595,Kennedy PLC,SMB,FR,2025-02-10
C00596,Ashton-Howard,SMB,UK,2024-10-24
C00597,Barnes and Sons,Mid-Market,UK,2023-12-29
C00598,"Rees, Lewis and Barker",SMB,IE,2025-07-04
C00599,"Wright, Hudson and Woods",Enterprise,UK,2023-12-25
C00600,Edwards-Kirby,SMB,IE,2021-10-04
